p
"[{name:Lilly Wachowski,born:1967},{},{title:Ninja Assassin,tagline:Prepare to enter a secret world of assassins,released:2009}]"
"[{name:Lilly Wachowski,born:1967},{},{title:V for Vendetta,tagline:Freedom! Forever!,released:2006}]"
"[{name:Lana Wachowski,born:1965},{},{title:Ninja Assassin,tagline:Prepare to enter a secret world of assassins,released:2009}]"
"[{name:Lana Wachowski,born:1965},{},{title:V for Vendetta,tagline:Freedom! Forever!,released:2006}]"
"[{name:Joel Silver,born:1952},{},{title:Speed Racer,tagline:Speed has no limits,released:2008}]"
"[{name:Joel Silver,born:1952},{},{title:The Matrix,tagline:Welcome to the Real World,released:1999}]"
"[{name:Joel Silver,born:1952},{},{title:Ninja Assassin,tagline:Prepare to enter a secret world of assassins,released:2009}]"
"[{name:Joel Silver,born:1952},{},{title:V for Vendetta,tagline:Freedom! Forever!,released:2006}]"
"[{name:Joel Silver,born:1952},{},{title:The Matrix Revolutions,tagline:Everything that has a beginning has an end,released:2003}]"
"[{name:Joel Silver,born:1952},{},{title:The Matrix Reloaded,tagline:Free your mind,released:2003}]"
"[{name:Rob Reiner,born:1947},{},{title:When Harry Met Sally,tagline:Can two friends sleep together and still love each other in the morning?,released:1998}]"
"[{name:Cameron Crowe,born:1957},{},{title:Jerry Maguire,tagline:The rest of his life begins now.,released:2000}]"
"[{name:Nora Ephron,born:1941},{},{title:When Harry Met Sally,tagline:Can two friends sleep together and still love each other in the morning?,released:1998}]"
"[{name:Stefan Arndt,born:1961},{},{title:Cloud Atlas,tagline:Everything is connected,released:2012}]"
"[{name:Nancy Meyers,born:1949},{},{title:Something's Gotta Give,released:2003}]"
